x, y, beta, gamma, rx, ry
0,0,0.138984, 0.0226429, 0.0216354, 0.0274169
0,1,0.316259, 0.0497424, 0.0351297, 0.0597518
0,2,0.56187, 0.0818269, 0.0545981, 0.0978437
0,3,0.787708, 0.118952, 0.076183, 0.134819
0,4,0.980017, 0.156033, 0.0967023, 0.169221
0,5,1.08872, 0.182833, 0.104811, 0.186201
0,6,1.13669, 0.214051, 0.113771, 0.196167
0,7,1.07703, 0.265295, 0.114174, 0.192142
0,8,0.983721, 0.300607, 0.108546, 0.179276
0,9,0.810909, 0.315507, 0.0972303, 0.153871
0,10,0.609362, 0.302331, 0.086048, 0.122838
0,11,0.38247, 0.268889, 0.0682173, 0.0852736
1,0,0.165512, 0.0330931, 0.0184941, 0.0276213
1,1,0.388979, 0.0684841, 0.0386119, 0.0711184
1,2,0.677607, 0.115969, 0.0688592, 0.1202
1,3,0.94305, 0.162892, 0.0929024, 0.161005
1,4,1.16252, 0.190767, 0.112042, 0.199618
1,5,1.24861, 0.218552, 0.121496, 0.214074
1,6,1.26062, 0.268676, 0.128174, 0.219964
1,7,1.22098, 0.342308, 0.132075, 0.220332
1,8,1.14693, 0.399366, 0.133148, 0.212262
1,9,0.979878, 0.453539, 0.129622, 0.192219
1,10,0.763988, 0.490141, 0.12255, 0.161635
1,11,0.502989, 0.496099, 0.109249, 0.121788
2,0,0.174522, 0.0295158, 0.0188276, 0.0360167
2,1,0.4214, 0.081761, 0.0464457, 0.0727603
2,2,0.727368, 0.13612, 0.0713161, 0.128223
2,3,1.00082, 0.208408, 0.101241, 0.175806
2,4,1.20824, 0.251433, 0.121759, 0.210507
2,5,1.27826, 0.289698, 0.131192, 0.224676
2,6,1.27958, 0.354488, 0.138269, 0.230323
2,7,1.24471, 0.435447, 0.145188, 0.2309
2,8,1.1817, 0.513089, 0.149879, 0.226991
2,9,1.04808, 0.618197, 0.156161, 0.215151
2,10,0.82992, 0.728122, 0.16136, 0.190491
2,11,0.575223, 0.794638, 0.157386, 0.155158
3,0,0.173024, 0.0378837, 0.0198399, 0.0342515
3,1,0.421934, 0.0911443, 0.0479276, 0.0734145
3,2,0.726286, 0.155787, 0.0717954, 0.128969
3,3,0.999606, 0.255183, 0.104169, 0.17922
3,4,1.18984, 0.329448, 0.128914, 0.214094
3,5,1.24678, 0.396113, 0.140812, 0.228311
3,6,1.24468, 0.472467, 0.151149, 0.234213
3,7,1.20422, 0.577816, 0.162908, 0.235852
3,8,1.14054, 0.680575, 0.173954, 0.234212
3,9,0.999053, 0.852809, 0.191356, 0.226177
3,10,0.806884, 1.04109, 0.212242, 0.211899
3,11,0.585727, 1.15955, 0.220181, 0.188684
4,0,0.16595, 0.0378245, 0.0178973, 0.0272545
4,1,0.392178, 0.0918356, 0.0429421, 0.0740532
4,2,0.678754, 0.159481, 0.0713223, 0.121285
4,3,0.942592, 0.297491, 0.10576, 0.17346
4,4,1.12904, 0.410409, 0.13318, 0.211718
4,5,1.18059, 0.520176, 0.150995, 0.22805
4,6,1.17064, 0.631047, 0.16779, 0.235114
4,7,1.11507, 0.781208, 0.18799, 0.23868
4,8,1.04147, 0.924671, 0.206224, 0.238689
4,9,0.901726, 1.15526, 0.234933, 0.235964
4,10,0.722429, 1.40825, 0.268239, 0.228749
4,11,0.552405, 1.53293, 0.279575, 0.213882
5,0,0.138503, 0.0309445, 0.0206977, 0.0320243
5,1,0.340507, 0.0897572, 0.0410849, 0.0612592
5,2,0.581402, 0.147632, 0.0632922, 0.103739
5,3,0.823028, 0.332176, 0.102696, 0.156074
5,4,0.997161, 0.507058, 0.136475, 0.198835
5,5,1.06699, 0.674439, 0.165457, 0.222564
5,6,1.03584, 0.873394, 0.195083, 0.23358
5,7,0.955828, 1.10184, 0.226997, 0.239793
5,8,0.875583, 1.27595, 0.251481, 0.241602
5,9,0.737813, 1.52882, 0.285977, 0.241034
5,10,0.597735, 1.74392, 0.316604, 0.236842
5,11,0.472411, 1.8409, 0.328568, 0.226431
6,0,0.0926001, 0.0226106, 0.0150634, 0.0190862
6,1,0.246837, 0.0782344, 0.0323418, 0.0436212
6,2,0.423095, 0.130553, 0.0458344, 0.0814975
6,3,0.639209, 0.373965, 0.0973009, 0.133675
6,4,0.795607, 0.631504, 0.144155, 0.175739
6,5,0.857862, 0.904831, 0.188163, 0.209271
6,6,0.829521, 1.1962, 0.232347, 0.227972
6,7,0.755561, 1.48017, 0.272369, 0.239584
6,8,0.683122, 1.65837, 0.299637, 0.243189
6,9,0.571989, 1.8751, 0.331897, 0.243791
6,10,0.478655, 2.01597, 0.354321, 0.240812
6,11,0.398758, 2.05589, 0.360646, 0.232265
7,0,0.055896, 0.0139352, 0.0114745, 0.0117809
7,1,0.151935, 0.053559, 0.0171087, 0.0332719
7,2,0.275504, 0.100199, 0.0302753, 0.0531026
7,3,0.458043, 0.399548, 0.0911378, 0.103258
7,4,0.593531, 0.744898, 0.151469, 0.154257
7,5,0.644059, 1.13292, 0.213543, 0.195172
7,6,0.635519, 1.49326, 0.269773, 0.222436
7,7,0.587942, 1.78819, 0.315547, 0.239089
7,8,0.530825, 1.95536, 0.342151, 0.243726
7,9,0.453591, 2.11517, 0.368109, 0.244865
7,10,0.386388, 2.2152, 0.384539, 0.242851
7,11,0.337332, 2.21038, 0.384659, 0.235564
8,0,0.0220056, 0.00703455, 0.0119677, 0.00921862
8,1,0.0761158, 0.0336791, 0.0118418, 0.0164953
8,2,0.148408, 0.0596352, 0.0241369, 0.0322935
8,3,0.293952, 0.387758, 0.077972, 0.0796995
8,4,0.417778, 0.782313, 0.147592, 0.129243
8,5,0.484197, 1.23849, 0.221854, 0.179064
8,6,0.506005, 1.63865, 0.288824, 0.214881
8,7,0.492439, 1.9334, 0.336005, 0.236079
8,8,0.463262, 2.06534, 0.357567, 0.242522
8,9,0.411659, 2.1826, 0.377752, 0.244332
8,10,0.359568, 2.25713, 0.391057, 0.242186
8,11,0.323011, 2.22905, 0.387457, 0.234395
9,0,0.0029, 0.0017, 0.0014, 0.0093
9,1,0.0284079, 0.0106597, 0.00899985, 0.00724549
9,2,0.0540043, 0.0254183, 0.00820286, 0.0110936
9,3,0.159896, 0.370091, 0.0706278, 0.0553676
9,4,0.270618, 0.787954, 0.137046, 0.108419
9,5,0.342119, 1.27629, 0.222939, 0.158647
9,6,0.392572, 1.708, 0.295226, 0.201731
9,7,0.408747, 2.01934, 0.347972, 0.230694
9,8,0.400108, 2.13621, 0.368684, 0.238647
9,9,0.38272, 2.19464, 0.378545, 0.240496
9,10,0.343373, 2.24149, 0.387351, 0.238622
9,11,0.308489, 2.19929, 0.381625, 0.230505
10,0,0, 0.0049, 0.0031, 0.0038
10,1,0.0059, 0.0068, 0.0056, 0.006
10,2,0.0054, 0.0087, 0.0069, 0.0024
10,3,0.0826636, 0.332885, 0.0568989, 0.0442634
10,4,0.165112, 0.739007, 0.127877, 0.0911127
10,5,0.240234, 1.23091, 0.213952, 0.141501
10,6,0.304386, 1.6842, 0.288809, 0.185707
10,7,0.332743, 2.04186, 0.352161, 0.220245
10,8,0.35342, 2.13024, 0.366644, 0.231195
10,9,0.348357, 2.17566, 0.37456, 0.233829
10,10,0.328056, 2.18161, 0.376576, 0.231632
10,11,0.305242, 2.09905, 0.362712, 0.220636
11,0,0.0098, 0.0072, 0.0089, 0.0068
11,1,0.0015, 0.0076, 0.0045, 0.0087
11,2,0.0091, 0.0056, 0.0088, 0.0014
11,3,0.0595092, 0.281211, 0.0496618, 0.0340824
11,4,0.132942, 0.639491, 0.114681, 0.0770476
11,5,0.190868, 1.07447, 0.184618, 0.118596
11,6,0.254062, 1.51754, 0.262936, 0.164656
11,7,0.298746, 1.89069, 0.325701, 0.203399
11,8,0.305068, 2.0368, 0.35165, 0.215273
11,9,0.302646, 2.08599, 0.361286, 0.220085
11,10,0.301713, 2.04261, 0.353511, 0.215992
11,11,0.268661, 1.95055, 0.338727, 0.203429
